task,dataset,attack_type,bad_client_rate,noise_data_rate,byzantine_evils,backdoor_evils,backdoor_label,semantic_backdoor_label,poisoning_evils,method,rand_domain_select,structure,averaging,save_checkpoint
label_skew,fl_mnist,Poisoning_Attack,0.2,0.5,PairFlip,base_backdoor,2,3,inverted_gradient,DelphiflZeroTrust,False,homogeneity,Weight,True
