epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38,epoch_39,epoch_40,epoch_41,epoch_42,epoch_43,epoch_44,epoch_45,epoch_46,epoch_47,epoch_48,epoch_49,epoch_50,epoch_51,epoch_52,epoch_53,epoch_54,epoch_55,epoch_56,epoch_57,epoch_58,epoch_59,epoch_60,epoch_61,epoch_62,epoch_63,epoch_64,epoch_65,epoch_66,epoch_67,epoch_68,epoch_69,epoch_70,epoch_71,epoch_72,epoch_73,epoch_74,epoch_75,epoch_76,epoch_77,epoch_78,epoch_79,epoch_80,epoch_81,epoch_82,epoch_83,epoch_84,epoch_85,epoch_86,epoch_87,epoch_88,epoch_89,epoch_90,epoch_91,epoch_92,epoch_93,epoch_94,epoch_95,epoch_96,epoch_97,epoch_98,epoch_99
10.0,18.05,28.96,31.37,35.99,35.37,38.69,38.86,39.11,40.58,42.06,44.08,43.74,44.15,45.04,45.32,45.15,44.71,45.45,45.32,45.45,44.96,46.76,46.05,44.25,46.83,45.45,47.41,46.1,44.49,46.4,46.24,45.27,46.33,46.71,46.28,47.65,46.25,47.3,46.5,46.83,48.03,48.14,47.86,46.35,46.91,47.33,47.46,47.09,47.31,48.7,48.21,49.11,50.29,47.51,48.53,48.35,51.4,48.85,51.32,49.94,49.18,51.26,51.32,51.54,51.6,51.42,51.07,51.46,51.17,51.06,50.95,50.7,52.0,51.49,51.33,51.43,51.37,51.86,51.51,50.89,51.75,51.84,51.98,51.93,51.92,52.74,52.28,52.5,51.88,52.39,52.69,52.14,52.93,53.48,53.41,52.57,52.64,54.02,52.08
