task,dataset,attack_type,bad_client_rate,noise_data_rate,evils,backdoor_label,semantic_backdoor_label,method,rand_domain_select,structure,averaging,save_checkpoint
label_skew,fl_mnist,backdoor,0.2,0.5,base_backdoor,2,3,DelphiflMedian,False,homogeneity,Weight,True
